店號,店名,電話,地址
972804,小瑞士,049-2803447,南投縣仁愛鄉定遠新村28號
265476,清境,049-2802718,南投縣仁愛鄉定遠新村26之1號
119098,源益,04-8962423,彰化縣二林鎮斗苑路四段720號
180171,欣二林,04-8965081,彰化縣二林鎮大成路一段236號
952350,鹿秀,04-7812400,彰化縣鹿港鎮鹿工路6號
217374,彰基,04-8968580,彰化縣二林鎮大成路一段571號
244066,挖子,04-8680533,彰化縣二林鎮二溪路七段271號
113816,金福興,04-7754941,彰化縣福興鄉員鹿路二段196號198號1樓
276395,福鹿,04-7774193,彰化縣福興鄉彰鹿路七段652.654號
971155,鹿正,04-7769640,彰化縣鹿港鎮中正路556號
190879,彰美,04-7569352,彰化縣和美鎮彰美路三段385號387號
138686,巨航,04-7987089,彰化縣伸港鄉新港村中興路一段355號
274399,伸冠,04-7987795,彰化縣伸港鄉大同村中興路二段316號
250968,線西,04-7589134,彰化縣線西鄉寓埔村沿海路一段892號
921161,東芳,04-7513705,彰化縣彰化市東芳里永芳路199號
120490,彰馬,04-7610492,彰化縣彰化市彰馬路246號之5
277550,鹿東,04-7784755,彰化縣福興鄉中正路224號
177050,崙北,04-7518161,彰化縣彰化市中央路232號234號
200055,兆溢,04-7518110,彰化縣彰化市崙美路246號
227669,欣兆陽,04-7513549,彰化縣彰化市向陽里崙平南路367號
993823,宇勝,04-7518778,彰化縣彰化市崙平里崙平北路22號
875369,彰和,04-7269723,彰化縣彰化市民族路163號
208451,諺東,04-7355273,彰化縣和美鎮彰美路二段臨236號
192716,糖友,04-7354150,彰化縣和美鎮中圍里彰新路三段臨368號
961941,秀工,04-7689373,彰化縣秀水鄉彰水路二段795-1號
278542,勝全,04-7636581,彰化縣彰化市林森路205號
194251,和冠,04-7553624,彰化縣和美鎮彰新路六段臨566號
166452,和新,04-7559878,彰化縣和美鎮彰新路五段臨396號
242004,鑫美,04-7558348,彰化縣和美鎮彰美路六段199號1樓.201號1樓
952062,和卿,04-7562670,彰化縣和美鎮和南里和卿路193號
971731,和鎮,04-7566069,彰化縣和美鎮和線路323號
202213,鳴人,04-7717824,彰化縣鹿港鎮鹿和路四段347號
243926,和美仁愛,04-7552247,彰化縣和美鎮仁壽路189號
122175,和峰,04-7560406,彰化縣和美鎮山犁里道周路6鄰279號1樓
991160,新勝利,04-7579421,彰化縣和美鎮鹿和路六段402之2號
261430,和東,04-7557118,彰化縣和美鎮愛德路27號
175102,和全,04-7550329,彰化縣和美鎮竹營里美寮路二段390號
132231,和美,04-7557704,彰化縣和美鎮和頭路189號1樓
144588,斗苑,04-8925951,彰化縣埤頭鄉斗苑東路588號
239097,埤頭,04-8928985,彰化縣埤頭鄉合興村彰水路三段5鄰537號1樓
200468,北圓,04-8874979,彰化縣北斗鎮中華路91.93號
206846,佳嘉,04-8875841,彰化縣北斗鎮七星里13鄰五權路臨176號
239190,火車頭,04-7221901,彰化縣彰化市長樂里中正路一段536號538號
239204,三民,04-7223446,彰化縣彰化市三民路341號
978525,附工,04-7290120,彰化縣彰化市工校街21號
121471,彰工,04-7284580,彰化縣彰化市復興里進德路11號13號1樓
931700,智富,04-7200758,彰化縣彰化市萬安里長順街170號
120320,彰泰,04-7281709,彰化縣彰化市安平街58號1樓
249315,彰泳,04-7364752,彰化縣彰化市永安街388號1樓
138468,彰強,04-7201342,彰化縣彰化市五權里自強南路80-11號1樓
126535,員埔,04-8294556,彰化縣埔心鄉員鹿路二段248.250號1樓
200170,辭修,04-7514450,彰化縣彰化市辭修路508號
126731,員東,04-8395201,彰化縣員林市三和里大同路一段8鄰238號
241849,令和,04-8366750,彰化縣員林市三和里3鄰員東路二段42號
249407,金川,04-7220483,彰化縣彰化市中正路二段611號
208347,薪永樂,04-7279759,彰化縣彰化市民族路494.496號
126742,新桃源,04-7287306,彰化縣彰化市卦山里公園路一段335號
112385,大陽,04-7114077,彰化縣彰化市延平里大埔路405號
236995,新大埔,04-7118047,彰化縣彰化市延平里大埔路540號542號
195597,金旺,04-7115081,彰化縣彰化市延平路536號
210258,員基,04-8398355,彰化縣員林市莒光路456號
150941,永靖,04-8242613,彰化縣永靖鄉永坡路2號
922511,美溪,04-8859275,彰化縣溪湖鎮大溪路二段451號
166289,向福,04-8858331,彰化縣溪湖鎮大溪路二段140號
279800,二溪,04-8813960,彰化縣溪湖鎮二溪路一段369號
931179,太子哈佛,04-7287276,彰化縣彰化市泰和中街72號
887177,民生,04-7278025,彰化縣彰化市華山路27號
993812,巨峰,04-7612461,彰化縣彰化市天祥路359號
237035,巨林,04-7111846,彰化縣彰化市中山路一段286號1樓
231244,喬富,04-7117846,彰化縣花壇鄉白沙村彰員路三段389號1樓
263403,長沙,04-7861109,彰化縣花壇鄉中正路130號1樓
241300,花壇,04-7870374,彰化縣花壇鄉中山路二段1、3、5號1樓
229078,金墩,04-7869034,彰化縣花壇鄉花壇村23鄰花南路臨558號1樓
180931,秀鑫,04-7684034,彰化縣秀水鄉番花路101號
196235,兆福,04-7386439,彰化縣彰化市一德南路2號、彰南路三段400號
138848,大竹,04-7388101,彰化縣彰化市大竹里彰南路二段181號
977371,田中,04-8748608,彰化縣田中鎮福安路144號146號
278690,田多,04-8747887,彰化縣田中鎮公館路205號
264163,三春,04-7875146,彰化縣花壇鄉彰員路一段臨551號
922898,新大村,04-8538047,彰化縣大村鄉中正西路331號1樓
997836,鎮安,04-8523639,彰化縣大村鄉大溪路7-4號1樓
196866,七六埔,04-8529416,彰化縣埔心鄉員埔路1192號
990835,新靜修,04-8394776,彰化縣員林市靜修路77號之4
120478,員農,04-8368446,彰化縣員林市萬年里員水路二段19鄰433號
143138,豐昌,04-8337162,彰化縣員林市永昌街86號1樓
909552,員家,04-8393359,彰化縣員林市中正路75號
280925,惠明,04-8348418,彰化縣員林市惠明街51號
210247,員宿,04-8368413,彰化縣員林市中山路一段756號
954459,新百川,04-8391980,彰化縣員林市莒光路379號
165459,芬園,049-2511565,彰化縣芬園鄉彰南路四段172號及光復路6號
255273,東禾,05-5266956,雲林縣古坑鄉東和村文化路145號
954297,新古坑,05-5827582,雲林縣古坑鄉中山路201號
990466,凱瑄,05-5962353,雲林縣斗南鎮西岐里大同路135號1樓
128254,欣怡,05-5960866,雲林縣斗南鎮南昌里中山路79號
128634,真嘉,05-5974106,雲林縣斗南鎮南昌西路1號
189226,朝天宮,05-7824873,雲林縣北港鎮東華里中山路150號
265292,斗六正心,05-5514845,雲林縣斗六市西平路362號
153766,保庄,05-5372683,雲林縣斗六市明德北路三段285號
238544,昕美,05-5334310,雲林縣斗六市民生路170號
896045,斗六,05-5347990,雲林縣斗六市大同路41號
830698,富盟,05-5336375,雲林縣斗六市文化路304號306號
253912,保長,05-5360729,雲林縣斗六市雲林路二段76號1樓
249153,二崙,05-5991711,雲林縣二崙鄉崙東村中山路一段269號
195461,羅威,05-6965430,雲林縣崙背鄉羅厝村東興路168-1號.168-2號
972505,崙中,05-6961671,雲林縣崙背鄉南陽村中山路489號
261555,大屯,05-6652107,雲林縣虎尾鎮西屯里大屯349號
278162,樹子腳,05-5843521,雲林縣莿桐鄉和平路28號
242613,高南,05-6320068,雲林縣虎尾鎮科園路180號
131858,宇宸,05-6320634,雲林縣虎尾鎮清雲路770號
110611,富來,05-5874084,雲林縣西螺鎮新豐里13鄰新社320-8號
943747,和心,05-5866552,雲林縣西螺鎮河南里埔心路113-3號
872522,興平,05-5870936,雲林縣西螺鎮中興里延平路418號420號
998080,七崁,05-5878541,雲林縣西螺鎮建興路163號1樓
967525,新林內,05-5899113,雲林縣林內鄉中正路373號375號
185475,成苑,05-5339622,雲林縣斗六市莊敬路345號
275587,鎮南,05-5360905,雲林縣斗六市鎮南路301號
280350,坤麟,05-5339597,雲林縣斗六市社口里大學路二段579號
283739,永欣,05-5517759,雲林縣斗六市斗六三路6號
971096,晟業,05-5518278,雲林縣斗六市萬年路592號
112558,夏恩,05-6330135,雲林縣虎尾鎮立仁里復興路137號
199142,工專,05-6333495,雲林縣虎尾鎮中正路307號
110297,油車,05-5981135,雲林縣二崙鄉油車村文化路9號1樓
284189,嘉府,05-2745579,嘉義市東區民權路194號196號198號
249326,義東,05-2760974,嘉義市東區東義路85號
187965,立宣,05-2254565,嘉義市東區立仁路120號
844882,彌陀,05-2285187,嘉義市東區芳安路1號1F
909323,嘉工,05-2745575,嘉義市東區彌陀路240號
260781,台林,05-2780939,嘉義市東區新生路723號
981107,新港坪,05-2837015,嘉義市西區玉山路203號
967318,博元,05-2353893,嘉義市西區博愛路二段572號
206732,新嘉友,05-2910813,嘉義市西區福全里友愛路222.222-1號
196202,國華,05-2273545,嘉義市西區國華里國華街283號1樓.2樓
260770,光彩,05-2221535,嘉義市西區民生北路182號184號1樓
261234,鈺順,05-2226313,嘉義市西區新榮路35巷20號1樓
209915,嘉愛,05-2275893,嘉義市西區仁愛路212號
923020,嘉賓,05-2833800,嘉義市西區新西里垂楊路611號
252023,新車店,05-2837702,嘉義市西區福民里南京路462號1樓、2樓
278416,圓環,05-2291759,嘉義市西區北杏里文化路155之2號1樓
165965,年代,05-2307305,嘉義縣中埔鄉中華路863號
120951,布袋,05-3470775,嘉義縣布袋鎮興中里14鄰上海路177號
210203,故宮,05-3622547,嘉義縣太保市東勢里故宮大道779號1樓
972701,新冠林,05-2658971,嘉義縣大林鎮新興街113號
951265,保祥,05-3628476,嘉義縣太保市祥和三路東段226號
944005,祥壹,05-3628365,嘉義縣太保市祥和一路東段29號
248921,嘉鐵,05-3101338,嘉義縣太保市高鐵西路168號1樓
124573,頂六,05-2397083,嘉義縣中埔鄉金蘭村頂山門41-2號1樓
239053,巃頭,05-2586076,嘉義縣番路鄉公田村龍頭18號
944016,奮起湖,05-2562652,嘉義縣竹崎鄉中和村12鄰奮起湖178-1號
997995,瓏埔,06-2023184,台南市永康區龍埔街108號
922821,永大春,06-2011976,台南市永康區中山北路431號
180425,南應大,06-2437495,台南市永康區鹽行里中正七街27.29號1樓
967673,桂田,06-2425413,台南市永康區鹽行里新行街251號一樓
262042,育德,06-2502040,台南市北區民德路87號
210144,長源,06-2086192,台南市北區長榮路四段181號
227717,煒達,06-2519945,台南市北區育德路491號1.2樓
250441,德緯,06-2525864,台南市北區成德里育德二路20鄰308號
116734,鄭子寮,06-2526031,台南市北區成德里38鄰北成路442號
276018,海安,06-2518805,台南市北區海安路三段716號
165149,小北,06-2810537,台南市北區西門路四段455號
822169,公園,06-2813005,台南市北區公園路1072-1號2號3號
217101,環安,06-3571959,台南市安南區長和路二段12巷272號
780827,和順,06-3565013,台南市安南區安和路五段166號
188164,安昌,06-3568205,台南市安南區塭南里安昌街101號
965057,長溪,06-2568719,台南市安南區安慶里長溪路一段307號
208543,安西,06-2477315,台南市安南區安中路一段136號
988223,新郡安,06-2512571,台南市安南區溪北里安和路一段105號1樓
923868,安新,06-2457294,台南市安南區長溪路三段399號1樓
845597,安中,06-2473285,台南市安南區安中路一段711號
121035,安北,06-2474698,台南市安南區安中路一段546號552號
179986,安同,06-2461351,台南市安南區同安路235號
921518,逢安,06-2550832,台南市安南區海西里海中街73號
281261,祥安,06-2556812,台南市安南區大安街58.60.62.64號1樓
262857,新同安,06-2461306,台南市安南區理想里海佃路二段432號
883898,本原,06-2464793,台南市安南區海佃路四段2號
195243,聖安,06-2574626,台南市安南區安中路六段850號1樓
236869,城中,06-2570930,台南市安南區安中路六段599號、601號1樓
283991,安立,06-2473773,台南市安南區安中路四段150號
252986,新本安,06-2550963,台南市安南區淵東里安中路三段360號1樓
248828,聯電,06-5057638,台南市新市區南科三路57號
153755,P7廠,06-5057202,台南市善化區南關里三抱竹路1號
167020,P1廠,06-5057528,台南市善化區南科北路1之1號1樓
112422,晶圓,06-5056103,台南市善化區南科北路1-1號(P3廠)
133016,新P5,06-5055694,台南市善化區南科九路17號(P5P6廠O棟)
202051,18廠B,06-5052109,台南市安定區蘇林里北園二路8號
193616,F18,06-5058633,台南市安定區北園二路8號1樓
208200,F18B,06-5058857,台南市安定區北園二路8號1樓
214847,南站,06-3663985,台南市仁德區中洲村中洲路1巷220號1樓
197294,北站,06-2780853,台南市仁德區中洲村中洲路1巷200號1樓
169875,好巧,06-3027920,台南市永康區安康里中華西街152號
162014,新康華,06-3036846,台南市永康區大橋二街38號
131113,東橋,06-3020234,台南市永康區東橋一路28號
216843,橋鈺,06-3027215,台南市永康區東橋七路369號1樓
263665,新真愛,06-3029367,台南市永康區東橋六街208號1樓
276926,恆豪,06-2432661,台南市永康區中正南路432號1樓
228352,永康綠海,06-3020436,台南市永康區東橋里東橋5路218號
151597,長益,06-2052285,台南市仁德區土庫里太子路233號
211365,凱旋,06-2089413,台南市東區怡東路111號1樓
273639,席悅,06-2004432,台南市東區東光里東興路41號1樓
199131,東和,06-2087403,台南市東區東安路291號293號1樓
190813,小東,06-2341994,台南市東區小東路256號1樓
980838,新雙新,06-5892146,台南市新市區永就里中山路227號1樓
199027,新市,06-5896124,台南市新市區華興街48號1樓
941936,高長,06-5012170,台南市新市區新和里仁愛街169號171號
970266,新凱,06-5898774,台南市新市區社內里12之5號
241230,新新善,06-5014359,台南市新市區復興路59號61號63號一樓
236412,永佳,06-5897463,台南市新市區復興路173.175號
181277,三舍,06-5894091,台南市新市區三舍里三舍55號
193867,陽光城,06-5851514,台南市善化區蓮潭里9鄰陽光大道198號1樓
990075,東科,06-5055155,台南市新市區三舍里大順三路125號1樓
993384,樹谷,06-5895647,台南市新市區中心路2號1樓
971465,善營,06-5856032,台南市善化區小新里成功路173之1號
182502,新安發,06-5975449,台南市安定區安加里安定407號
239880,港達,06-5935442,台南市安定區港口里245-10號1樓
971487,新吉,06-5937776,台南市安定區新吉里新吉126之12_126之13號
193199,喬興,06-7957103,台南市西港區慶安里新興街8-77.8-78號
279497,新麻豆,06-5717493,台南市麻豆區榖興里11鄰中山路11號
193432,黎營,06-5710322,台南市麻豆區井東里磚子井141-21號1樓
965600,麻中,06-5719834,台南市麻豆區南勢里南勢36-205號
968263,新曾文,06-5714049,台南市麻豆區東角里興中路177號179號
153744,學甲,06-7835596,台南市學甲區仁得里華宗路321號
122131,佳文,06-7238343,台南市佳里區佳西路215號1樓
791241,佳里,06-7233631,台南市佳里區光復路197號197-1號
112525,新北中,06-7225387,台南市佳里區延平路195號
970358,麻學,06-5704806,台南市麻豆區大山里8鄰大山腳1之80號
881308,超順,06-7831793,台南市學甲區中正路143號
182546,辰佳,06-2059664,台南市永康區永大路二段11號
194343,裕孝,06-3318916,台南市東區裕農路888號1樓
965264,裕平,06-3318240,台南市東區關聖里裕信路177號1樓
238153,裕信,06-3316406,台南市東區裕信路352號
194608,華立,06-2796146,台南市仁德區仁義里中清路208號
215404,富裕,06-2091395,台南市東區後甲里裕農路657號1樓
198600,崇學,06-2604847,台南市東區崇善路168號
252894,崇華,06-2601426,台南市東區崇善路259號1樓
282460,崇祐,06-2902815,台南市東區崇成里崇明路561號1樓
254351,崇道,06-2894813,台南市東區崇善路569、571號
188991,鼎亨,06-2908425,台南市東區德東街101號
280198,竹篙厝,06-2677562,台南市東區仁和路126號1樓
851064,伍誼,06-2399459,台南市歸仁區復興路162之1號
209948,東利,06-2304109,台南市歸仁區南保里文化街三段47號1樓
187231,仁興,06-2395784,台南市歸仁區南保里大德路307號
880811,騰揮,06-2300846,台南市歸仁區中正南路一段110號
212140,紅瓦厝,06-2303294,台南市歸仁區大成路211號1樓
183734,立青,06-2391997,台南市歸仁區南保里民權南路108號
198921,鼎鑫,06-5966828,台南市關廟區中山路二段27號1樓
971018,關聖,06-5957447,台南市關廟區南雄路一段471號
275808,蜜寶,06-5950478,台南市關廟區香洋里中山路一段203號1樓
262983,鼎富,06-5965999,台南市關廟區南花里中正路881號
966061,車讚,06-5954561,台南市關廟區北花里中正路517號
194745,奇佳,06-5907294,台南市新化區信義路373號1樓
242060,佳利,06-5901180,台南市新化區中山路332號
910334,清新,06-5800790,台南市新化區武安里中正路321號
214490,新興運,06-5800340,台南市新化區護國里中山路211號
243100,新玉,06-5984549,台南市新化區忠孝路10號
278645,新大內,06-5763553,台南市大內區石城里石子瀨122之153號
183181,南化,06-5775209,台南市南化區南化里128號1樓
282518,新玉馥,06-5748078,台南市玉井區玉田里中山路97號1樓
167798,趣淘,06-5754886,台南市楠西區密枝里密枝102之5號1樓
233310,東山站,06-6235384,台南市東山區科里里枋子林74-6號
114532,白河,06-6859907,台南市白河區永安里17鄰國泰路101號
860688,立人,06-2205089,台南市北區和順里西門路三段81號1樓、西門路三段47巷12號1樓
265362,台南民族,06-2230803,台南市中西區公正里民族路二段53號
865535,北門,06-2292308,台南市東區北門路一段310號、312號
129213,南醫,06-2263238,台南市中西區民族路二段76號之13
165677,赤崁,06-2214411,台南市中西區民族路二段331號
123156,水仙宮,06-2217930,台南市中西區水仙里民權路三段87號1樓
192783,唯勝,06-2214369,台南市中西區民權路三段150號一樓
990905,康樂,06-2228184,台南市中西區安海里康樂街223號1樓
990042,新海成,06-2281334,台南市北區海安路三段2號1樓
962863,卓易,06-2805492,台南市北區大豐里27鄰中華北路一段143號
262293,湖華,06-2507460,台南市中西區西湖街3號
280305,頂美,06-2595480,台南市中西區西和路1號3號
210074,光賢,06-3582059,台南市中西區中華西路二段600號600-1號1.2樓
229447,青青,06-3582884,台南市北區和緯路五段278號1樓
280372,安運,06-3504407,台南市安平區平安里華平路742號1樓
274355,永華東,06-2984141,台南市安平區永華路二段210號
242901,Fresh湖美,06-3588401,台南市中西區和緯路五段55號
182362,永成,06-2623463,台南市南區佛壇里明興路1322號1樓
236456,三聖,06-2627396,台南市南區興南街149號1樓
143389,期建,06-2952650,台南市安平區文平里建平路277號
968104,華平,06-2939147,台南市安平區健康路三段242號
233011,Fresh亞萬,06-2955449,台南市安平區永華路二段812號1樓
187253,郡豐,06-2936349,台南市安平區郡平路307號
981602,豐平,06-2999400,台南市安平區平豐路430號1樓
257822,大員,06-3912022,台南市安平區安北路420號422號壹樓貳樓部分
164766,忠勇,06-3121548,台南市永康區成功里小東路4鄰637號1樓
275738,華勇,06-3125434,台南市永康區華興街122號1、2樓
143884,臻鈺,06-3123073,台南市永康區勝利里18鄰勝學路226號
950273,好富,06-2353005,台南市東區富強里裕農路320號
947912,祥發,06-2386965,台南市東區裕豐街187號189號191號1樓
282677,東龍,06-2008630,台南市東區東門路一段362號
232052,盛馨,06-2084002,台南市東區府連路351號1樓.353號1樓
276937,長寧,06-2363597,台南市東區長榮路三段12號
967581,保華,06-3369571,台南市仁德區成功里崇德路88號
985822,國民,06-2603696,台南市南區國民路152號1樓
274816,少觀,06-2134175,台南市南區大林路113號
111809,榮譽,06-2677923,台南市東區榮譽街86號86-1號1樓
251721,崇明,06-2678084,台南市東區林森路一段184號
252012,郡王,06-2204652,台南市中西區府前路一段144號
251743,開山,06-2144197,台南市中西區開山路245號1樓
249739,欣大林,06-2148359,台南市南區大同路二段136巷3號1樓
136598,南門城,06-2147717,台南市中西區南門路229號1樓
252366,天公,06-2213646,台南市中西區忠義路二段109號
189019,永福,06-2214463,台南市中西區永福路二段65號1樓
230458,明倫,06-2233352,台南市中西區金華路三段88號1.2樓
194929,金昇,06-2632231,台南市南區金華路二段341號
233952,夏林,06-2234688,台南市南區健康路二段114號1樓、地下室1樓
253510,文南,06-2635645,台南市南區健康路二段268-1、270號
273455,夏興,06-2643438,台南市南區夏林路258號1樓
195014,上鈺,06-2631080,台南市南區大成路一段128號1樓
283371,國宅,06-2917993,台南市南區新興路441號443號
212254,土定里,06-2631652,台南市南區永成路三段319號1樓
968780,鯤鯓,06-2648213,台南市南區南都里鯤鯓路20號
202394,奇美博,06-2664455,台南市仁德區文華路二段66號
255653,Fresh首府,06-2632445,台南市南區開南里新和東路138號1樓
951966,仁伯,06-2491560,台南市仁德區後壁里德安路188號
212346,德欽,06-2792441,台南市仁德區後壁里德南路3鄰92號
179768,大瑩,06-2667425,台南市仁德區二行里中正西路347號1樓
950538,文安,06-2667371,台南市仁德區文賢路一段576號
264406,柳營,06-6223592,台南市柳營區士林里柳營路二段1號3號
970255,欣奇,06-6328038,台南市新營區新東里東興路236號
179573,代天府,06-7864826,台南市北門區鯤江里976號
116181,灣中,06-2720510,台南市永康區大灣路62號
892179,鈺華,06-2058076,台南市永康區崑南里37鄰大仁街220號
993351,雙永,06-2031437,台南市永康區永大一路60號1樓
902159,詠文,06-2042598,台南市永康區網寮里6鄰永二街202號
153777,永玉,06-2013336,台南市永康區龍潭里永明街175號
928829,埔園,06-2042274,台南市永康區中山路90號
893792,永復,06-3128173,台南市永康區復華里復華一街2號
252458,鑫永康,06-3026315,台南市永康區中華路617-1號
186216,永勝,06-2362091,台南市永康區六合里中華二路320號1樓
229285,永臻,06-3023473,台南市永康區中山東路59號
257143,7Fresh康橋,06-3024900,台南市永康區東橋八街96號
242222,路金,07-6966755,高雄市路竹區金平路418-1號
282965,路科,07-6075828,高雄市路竹區社南里大社路42號42之1號46號1樓
254018,路好,07-6964450,高雄市路竹區大社路162號
932172,路園,07-6952504,高雄市路竹區下坑里太平路342-2號
911108,新林眾,07-6624077,高雄市旗山區延平一路78-1號
993177,永久,07-6622531,高雄市旗山區延平一路446號1樓
278346,旗山,07-6615807,高雄市旗山區中山路72號
279154,華社,07-3520146,高雄市大社區中華路16-66號1.2樓
254498,赤山,07-3747424,高雄市仁武區仁孝路368號1樓
243487,仁武勇全,07-3739249,高雄市仁武區勇全路111號1樓
275842,仁慈,07-7353499,高雄市仁武區仁慈里仁慈路169號1樓
183549,群創八,07-6955604,高雄市路竹區路科十路11號1樓
253059,彌安,07-6197931,高雄市彌陀區文安路1-1號1樓1-2號1樓
253048,彌盛,07-6106141,高雄市彌陀區中正路246號
967503,正港,07-6106594,高雄市梓官區智蚵里中正路186號
968458,赤東,07-6101134,高雄市梓官區赤東里赤崁南路95號95-1號1F
952822,仁馨,07-6100625,高雄市梓官區梓義里中崙路287號
192565,維仁,07-6215356,高雄市岡山區維仁路79號
228374,滿分,07-3819343,高雄市三民區本安里黃興路339號
932965,新統興,07-3835941,高雄市三民區黃興路151號
284042,清華,07-3927564,高雄市三民區義華路92號
996589,海新,07-7659203,高雄市鳳山區國隆里新富路590巷13號15號
251259,鳳新,07-7675107,高雄市鳳山區新康街241號243號245號1樓
228536,超全,07-7675762,高雄市鳳山區海洋一路31號1樓
275532,大強,07-7659211,高雄市鳳山區新強里大明路193號
902425,鳳東,07-7199560,高雄市鳳山區和德里中山路63號
280338,甲圍,07-6130787,高雄市橋頭區甲北里甲圍路71號
275691,萬達,07-6110460,高雄市橋頭區經武路60號1樓2樓
914347,興達,07-6908629,高雄市茄萣區茄萣路一段350號
174235,華中,07-6969279,高雄市路竹區竹南里中華路124號
990097,新上緯,07-6231481,高雄市岡山區嘉興里嘉興路340號
122625,仁富,07-6213744,高雄市岡山區大仁路138號
263207,竹圍東,07-6214901,高雄市岡山區竹圍東街93號1樓
111739,勵志,07-6295142,高雄市岡山區筧橋路12號16號1樓
278380,新成功,07-6213534,高雄市岡山區台上里成功路82號1樓
127376,八卦寮,07-3724588,高雄市仁武區大灣里八德南路497號499號1樓
249256,尚讚,07-3748294,高雄市仁武區仁雄路97-3號1樓
153906,尚賀,07-3748241,高雄市仁武區赤山里仁雄路87號1樓
267092,仁林,07-3743481,高雄市仁武區仁林路204號
256726,京中,07-3743543,高雄市仁武區京富路155號
281401,京富,07-3732953,高雄市仁武區八卦里八德南路382號1樓
280763,登發,07-3739703,高雄市仁武區八卦里八德南路65號
982694,三福,07-3751295,高雄市仁武區仁武里中正路175號1樓
131582,仁樂,07-3711110,高雄市仁武區仁武里仁和街36號
153858,京明,07-7260457,高雄市前鎮區瑞北路54號1樓及B1
263193,來家,07-7224077,高雄市鳳山區新強里崗山北街36號38號1樓
278553,憲政,07-2236272,高雄市苓雅區憲政路266號1樓2樓，264號1樓
278276,尚義,07-2236482,高雄市新興區中正二路218號1樓
238452,新球庭,07-2414062,高雄市新興區林森一路162號
260839,合莊,07-2854332,高雄市新興區六合二路37號
279604,正達,07-2236459,高雄市新興區中正三路45號1樓
279637,達仁,07-3222813,高雄市三民區吉林街68號
855239,嫩江,07-3117581,高雄市三民區嫩江街101號1樓喜峰街134號
895880,新立寧,07-3130332,高雄市三民區自立一路287號289號291號1樓
259633,文武,07-2166193,高雄市前金區七賢二路203號1樓
121965,客宭,07-5211715,高雄市鹽埕區建國四路312號
210410,光化,07-5316841,高雄市鼓山區鼓山二路33號
262905,哨臨,07-5310489,高雄市鼓山區臨海二路52號1樓52-1號1樓
171018,鑫漢王,07-5215375,高雄市鹽埕區港都里五福四路265號1樓
275266,重義,07-5218483,高雄市鹽埕區五福四路83號
279143,愛河,07-2414252,高雄市前金區博孝里河東路8號1樓
282493,坎城,07-3116563,高雄市三民區十全一路183號
236098,青興,07-3220993,高雄市三民區熱河一街131號133號遼寧一街144巷20號
261669,前金,07-2419355,高雄市前金區自強二路172號
249223,新盛,07-2871936,高雄市前金區草江里七賢二路193號193-1號193-2號1樓
255077,復橫,07-2268701,高雄市新興區復興一路28號30號32號1樓
262411,新三華,07-2368423,高雄市新興區中東里復興一路72號1樓
241388,鼎強,07-3494114,高雄市三民區鼎金後路432號1樓
154792,榮總一,07-3489676,高雄市左營區大中一路386號
184900,文慈,07-3478545,高雄市左營區福山里重愛路63號65號67號1樓
211000,文恩,07-3494916,高雄市左營區福山里自由四路496號
252779,重福,07-3456846,高雄市左營區重愛路215號
952969,重和,07-3453508,高雄市左營區福山里自由四路171號
263986,信科,07-3504964,高雄市左營區重信路601號
129039,速鐵,07-9605706,高雄市左營區高鐵路105號2樓
129017,高高鐵,07-8629981,高雄市左營區菜公里高鐵路105號(高鐵高雄車站地上第二樓層)
201542,彩虹市集,07-3507294,高雄市左營區菜公里高鐵路115號1樓
213822,左運,07-5885443,高雄市左營區高鐵路107號B1
242657,福高,07-3504475,高雄市左營區文府路363之1號
186618,重信,07-3454317,高雄市左營區文川路195號.重建路2號
177108,重惠,07-3457904,高雄市左營區福山里華夏路1152號1樓
261511,文萊,07-3452736,高雄市左營區孟子路632號一樓
892135,華崇,07-3414988,高雄市左營區華夏路672號
963349,政德,07-3451959,高雄市左營區政德路130號132號1F
229562,鑫巨蛋,07-3415972,高雄市左營區至真路305號1樓2樓
164423,德昌,07-3460165,高雄市左營區菜公里文自路236號238號
278922,重化,07-3452488,高雄市左營區文自路339號1樓
197939,星展,07-3494070,高雄市三民區天祥一路88號
854971,鼎力,07-3494282,高雄市三民區天祥一路124號
922496,明仁,07-3438496,高雄市三民區鼎泰里明仁路8號
250142,河堤,07-3410500,高雄市三民區鼎泰里河堤路510號
179735,鼎上,07-3494150,高雄市三民區鼎中路160號1樓
248976,新鼎祥,07-3453114,高雄市三民區鼎泰里民族一路543巷25號1樓
239709,鼎瑞,07-3430546,高雄市三民區鼎泰里裕誠路56號
261393,安華,07-5564671,高雄市左營區明華一路126號
185512,立文,07-5509725,高雄市左營區新上里立文路77號1樓
211664,享順,07-5522439,高雄市鼓山區明華路335號337號
281939,富農,07-5224661,高雄市鼓山區南屏路857號
210959,龍順,07-5523961,高雄市鼓山區龍德路87號
249304,理馨,07-3506417,高雄市三民區明吉路9號
278287,竹中,07-7222801,高雄市前鎮區和平二路242號1樓
130545,青雅,07-2233056,高雄市苓雅區青年一路6之8及6之9號
261201,文化,07-2234405,高雄市苓雅區五福一路77號1樓
283382,興村,07-2829812,高雄市新興區五福二路92號
279316,崛星,07-2819071,高雄市新興區五福二路209.211號
253864,寶成,07-2822363,高雄市新興區青年一路220號
258504,慶華,07-3381564,高雄市前鎮區光華二路393號1樓
275794,新楠梓,07-3524954,高雄市楠梓區中陽里楠梓新路188號188-1號1樓
167547,欣清心,07-3533490,高雄市楠梓區清豐二路16號
